actual_x,actual_y,ScatterFusion_x,ScatterFusion_y,AWGFormer_x,AWGFormer_y,EnergyPatchTST_x,EnergyPatchTST_y,SWIFT_x,SWIFT_y,LWSpace_x,LWSpace_y,TimeFlowDiffuser_x,TimeFlowDiffuser_y,ARIMA_x,ARIMA_y
98.0,-1.401960139,98.0,-1.4595010097667407,98.0,-1.3823962562897867,98.0,-1.3920798844926132,98.0,-1.5054852571045678,98.0,-1.7660913747607914,98.0,-1.5572568371072086,98.0,-1.6672443277055526
98.1,-1.401960139,98.1,-1.4606256150210795,98.1,-1.379129476491587,98.1,-1.3951288789709329,98.1,-1.5076631103033675,98.1,-1.7686322034927244,98.1,-1.5555682278196847,98.1,-1.6675153727526617
98.2,-1.356377031,98.2,-1.4617502202754185,98.2,-1.3758626966933867,98.2,-1.3981778734492532,98.2,-1.5098409635021677,98.2,-1.7711730322246577,98.2,-1.5508701136697918,98.2,-1.667786417799771
98.2,-1.423715714,98.2,-1.4617502202754185,98.2,-1.3758626966933867,98.2,-1.3981778734492532,98.2,-1.5098409635021677,98.2,-1.7711730322246577,98.2,-1.5508701136697918,98.2,-1.667786417799771
98.3,-1.356377031,98.3,-1.462874825529757,98.3,-1.3725959168951871,98.3,-1.4012268679275728,98.3,-1.5120188167009674,98.3,-1.7737138609565908,98.3,-1.5461719995198993,98.3,-1.66805746284688
98.3,-1.423715714,98.3,-1.462874825529757,98.3,-1.3725959168951871,98.3,-1.4012268679275728,98.3,-1.5120188167009674,98.3,-1.7737138609565908,98.3,-1.5461719995198993,98.3,-1.66805746284688
98.4,-1.356377031,98.4,-1.4610983120037901,98.4,-1.3696345856446537,98.4,-1.4042758624058929,98.4,-1.5141966698997675,98.4,-1.736763874593685,98.4,-1.5414738853700063,98.4,-1.6683285078939893
98.4,-1.423715714,98.4,-1.4610983120037901,98.4,-1.3696345856446537,98.4,-1.4042758624058929,98.4,-1.5141966698997675,98.4,-1.736763874593685,98.4,-1.5414738853700063,98.4,-1.6683285078939893
98.5,-1.383312504,98.5,-1.4597487856985836,98.5,-1.3685456590452538,98.5,-1.4073248568842125,98.5,-1.5163745230985672,98.5,-1.7379517945203031,98.5,-1.5367757712201138,98.5,-1.6685995529410984
98.6,-1.383312504,98.6,-1.458399259393377,98.6,-1.367456732445854,98.6,-1.4103738513625321,98.6,-1.518552376297367,98.6,-1.7391397144469212,98.6,-1.5320776570702215,98.6,-1.6688705979882077
98.7,-1.383312504,98.7,-1.4570497330881702,98.7,-1.366367805846454,98.7,-1.4134228458408522,98.7,-1.520730229496167,98.7,-1.7403276343735394,98.7,-1.528368860510222,98.7,-1.6690651272812476
98.8,-1.378132605,98.8,-1.4557002067829636,98.8,-1.365278879247054,98.8,-1.416471840319172,98.8,-1.5229080826949668,98.8,-1.7415155543001575,98.8,-1.529995130792877,98.8,-1.6692458239793204
98.9,-1.378132605,98.9,-1.454350680477757,98.9,-1.364189952647654,98.9,-1.4195208347974921,98.9,-1.525085935893767,98.9,-1.7427034742267757,98.9,-1.5316214010755322,98.9,-1.669426520677393
99.0,-1.378132605,99.0,-1.4530011541725505,99.0,-1.3564147421780213,99.0,-1.422460944413575,99.0,-1.5272637890925667,99.0,-1.7438913941533938,99.0,-1.5332476713581873,99.0,-1.669607217375466
99.1,-1.352233112,99.1,-1.451651627867344,99.1,-1.3542368889792213,99.1,-1.4246387976123749,99.1,-1.5294416422913666,99.1,-1.7450793140800118,99.1,-1.5348739416408423,99.1,-1.6697879140735388
99.1,-1.422679734,99.1,-1.451651627867344,99.1,-1.3542368889792213,99.1,-1.4246387976123749,99.1,-1.5294416422913666,99.1,-1.7450793140800118,99.1,-1.5348739416408423,99.1,-1.6697879140735388
99.2,-1.352233112,99.2,-1.4503021015621371,99.2,-1.349875643182942,99.2,-1.4270125008298509,99.2,-1.5316194954901665,99.2,-1.74626723400663,99.2,-1.5365002119234976,99.2,-1.6699686107716116
99.2,-1.422679734,99.2,-1.4503021015621371,99.2,-1.349875643182942,99.2,-1.4270125008298509,99.2,-1.5316194954901665,99.2,-1.74626723400663,99.2,-1.5365002119234976,99.2,-1.6699686107716116
99.3,-1.352233112,99.3,-1.4489525752569306,99.3,-1.3476977899841422,99.3,-1.4308237439277502,99.3,-1.5337973486889664,99.3,-1.7474551539332481,99.3,-1.5381264822061527,99.3,-1.6701493074696843
99.3,-1.422679734,99.3,-1.4489525752569306,99.3,-1.3476977899841422,99.3,-1.4308237439277502,99.3,-1.5337973486889664,99.3,-1.7474551539332481,99.3,-1.5381264822061527,99.3,-1.6701493074696843
99.4,-1.356377031,99.4,-1.446423457237714,99.4,-1.345895018626656,99.4,-1.4346349870256503,99.4,-1.5359752018877664,99.4,-1.7486430738598664,99.4,-1.539752752488808,99.4,-1.6703300041677571
99.4,-1.433039532,99.4,-1.446423457237714,99.4,-1.345895018626656,99.4,-1.4346349870256503,99.4,-1.5359752018877664,99.4,-1.7486430738598664,99.4,-1.539752752488808,99.4,-1.6703300041677571
99.5,-1.356377031,99.5,-1.4430496414746978,99.5,-1.346983945226056,99.5,-1.4384462301235497,99.5,-1.5381530550865663,99.5,-1.7498309937864844,99.5,-1.5418080528546676,99.5,-1.67051070086583
99.5,-1.433039532,99.5,-1.4430496414746978,99.5,-1.346983945226056,99.5,-1.4384462301235497,99.5,-1.5381530550865663,99.5,-1.7498309937864844,99.5,-1.5418080528546676,99.5,-1.67051070086583
99.6,-1.356377031,99.6,-1.434567941201653,99.6,-1.3484313354707316,99.6,-1.4418990095761732,99.6,-1.540330908285366,99.6,-1.7510189137131025,99.6,-1.543976413231541,99.6,-1.6706913975639026
99.6,-1.433039532,99.6,-1.434567941201653,99.6,-1.3484313354707316,99.6,-1.4418990095761732,99.6,-1.540330908285366,99.6,-1.7510189137131025,99.6,-1.543976413231541,99.6,-1.6706913975639026
99.7,-1.381240545,99.7,-1.433443335947314,99.7,-1.3527870418683319,99.7,-1.4424434728758733,99.7,-1.5425087614841662,99.7,-1.7522068336397205,99.7,-1.5461447736084146,99.7,-1.6708720942619755
99.7,-1.448579228,99.7,-1.433443335947314,99.7,-1.3527870418683319,99.7,-1.4424434728758733,99.7,-1.5425087614841662,99.7,-1.7522068336397205,99.7,-1.5461447736084146,99.7,-1.6708720942619755
99.8,-1.381240545,99.8,-1.4222735527157215,99.8,-1.3571427482659315,99.8,-1.442987936175573,99.8,-1.5446866146829659,99.8,-1.7533947535663386,99.8,-1.548313133985288,99.8,-1.6710527909600483
99.8,-1.448579228,99.8,-1.4222735527157215,99.8,-1.3571427482659315,99.8,-1.442987936175573,99.8,-1.5446866146829659,99.8,-1.7533947535663386,99.8,-1.548313133985288,99.8,-1.6710527909600483
99.9,-1.381240545,99.9,-1.4192746053708176,99.9,-1.3614984546635318,99.9,-1.4435323994752731,99.9,-1.546864467881766,99.9,-1.7545826734929568,99.9,-1.5466175143112348,99.9,-1.6713024873018876
99.9,-1.448579228,99.9,-1.4192746053708176,99.9,-1.3614984546635318,99.9,-1.4435323994752731,99.9,-1.546864467881766,99.9,-1.7545826734929568,99.9,-1.5466175143112348,99.9,-1.6713024873018876
100.0,-1.430967572,100.0,-1.4162756580259142,100.0,-1.365772854247831,100.0,-1.4311391208167001,100.0,-1.5490423210805657,100.0,-1.7557705934195749,100.0,-1.5437263671420705,100.0,-1.6715735323489969
100.1,-1.430967572,100.1,-1.413276710681011,100.1,-1.3693118656958807,100.1,-1.4333169740155,100.1,-1.5512201742793654,100.1,-1.756958513346193,100.1,-1.5408352199729058,100.1,-1.671844577396106
100.2,-1.430967572,100.2,-1.410277763336107,100.2,-1.3728508771439307,100.2,-1.4357005665857436,100.2,-1.5533980274781656,100.2,-1.7581464332728112,100.2,-1.5379440728037408,100.2,-1.6721156224432152
100.3,-1.445471289,100.3,-1.4072788159912037,100.3,-1.3763898885919805,100.3,-1.4400562729833428,100.3,-1.5555758806769653,100.3,-1.7593343531994292,100.3,-1.5350529256345762,100.3,-1.6723866674903243
100.4,-1.445471289,100.4,-1.4019828926456364,100.4,-1.3799289000400308,100.4,-1.4443389816656609,100.4,-1.5577537338757654,100.4,-1.7605222731260475,100.4,-1.5321617784654114,100.4,-1.6726577125374336
100.5,-1.445471289,100.5,-1.3963598663739427,100.5,-1.3834679114880803,100.5,-1.4478779931137105,100.5,-1.5599315870745651,100.5,-1.7617101930526655,100.5,-1.5292053897076316,100.5,-1.6729287575845426
100.6,-1.452723147,100.6,-1.3938875486938407,100.6,-1.3870069229361301,100.6,-1.4514170045617603,100.6,-1.562109440273365,100.6,-1.7629356637972502,100.6,-1.5262238941894308,100.6,-1.6731998026316517
100.7,-1.452723147,100.7,-1.3916383381851627,100.7,-1.3905459343841804,100.7,-1.4549560160098103,100.7,-1.564287293472165,100.7,-1.7645690536963503,100.7,-1.5232423986712296,100.7,-1.673470847678761
100.8,-1.452723147,100.8,-1.3893891276764851,100.8,-1.3939555685977036,100.8,-1.4584950274578599,100.8,-1.566465146670965,100.8,-1.7662024435954502,100.8,-1.5202609031530288,100.8,-1.67374189272587
100.9,-1.448579228,100.9,-1.3871399171678074,100.9,-1.3958611901466536,100.9,-1.46203403890591,100.9,-1.5686429998697649,100.9,-1.7678358334945503,100.9,-1.5172794076348275,100.9,-1.6740129377729793
101.0,-1.448579228,101.0,-1.3848907066591298,101.0,-1.3977668116956032,101.0,-1.4655730503539597,101.0,-1.5708208530685648,101.0,-1.7694692233936502,101.0,-1.5142979121166267,101.0,-1.6742839828200884
101.1,-1.448579228,101.1,-1.3827235526014219,101.1,-1.3996724332445531,101.1,-1.4691120618020093,101.1,-1.5729987062673645,101.1,-1.77110261329275,101.1,-1.5113164165984259,101.1,-1.6745550278671977
101.2,-1.442363349,101.2,-1.38122407892897,101.2,-1.401578054793503,101.2,-1.4726510732500595,101.2,-1.5751765594661646,101.2,-1.7727360031918502,101.2,-1.5083349210802246,101.2,-1.674826072914307
101.3,-1.442363349,101.3,-1.3797246052565184,101.3,-1.4034836763424527,101.3,-1.476190084698109,101.3,-1.5773544126649643,101.3,-1.7743693930909499,101.3,-1.5062418062336247,101.3,-1.675097117961416
101.4,-1.442363349,101.4,-1.3782251315840666,101.4,-1.4053892978914029,101.4,-1.479729096146159,101.4,-1.5795521610905208,101.4,-1.77600278299005,101.4,-1.50786807651628,101.4,-1.6753681630085253
101.5,-1.436147471,101.5,-1.376725657911615,101.5,-1.4072949194403526,101.5,-1.4832681075942087,101.5,-1.5820411361748632,101.5,-1.7776361728891499,101.5,-1.509494346798935,101.5,-1.6756392080556344
101.6,-1.436147471,101.6,-1.3752261842391633,101.6,-1.4093020229896678,101.6,-1.4868071190422585,101.6,-1.5845301112592058,101.6,-1.7792695627882498,101.6,-1.5111206170815898,101.6,-1.6759102531027434
101.7,-1.436147471,101.7,-1.3770389408038965,101.7,-1.4129317783210011,101.7,-1.4903461304903085,101.7,-1.5870190863435487,101.7,-1.7809029526873499,101.7,-1.5127468873642451,101.7,-1.6761812981498527
101.8,-1.437183451,101.8,-1.387160388092945,101.8,-1.4165615336523343,101.8,-1.493885141938358,101.8,-1.5895080614278914,101.8,-1.7825382944029926,101.8,-1.5143731576469002,101.8,-1.676452343196962
101.9,-1.437183451,101.9,-1.4057637947806767,101.9,-1.4201912889836676,101.9,-1.4974241533864083,101.9,-1.5919970365122342,101.9,-1.784207981855406,101.9,-1.5159994279295554,101.9,-1.676723388244071
102.0,-1.437183451,102.0,-1.4215082683414209,102.0,-1.4238210443150006,102.0,-1.5009877789869195,102.0,-1.5944860115965767,102.0,-1.785877669307819,102.0,-1.5176256982122105,102.0,-1.6769944332911804
102.1,-1.414391896,102.1,-1.4340875222750316,102.1,-1.4274507996463337,102.1,-1.5050323634989762,102.1,-1.5969749866809193,102.1,-1.7875473567602322,102.1,-1.5219621504434784,102.1,-1.6772654783382894
102.1,-1.481730579,102.1,-1.4340875222750316,102.1,-1.4274507996463337,102.1,-1.5050323634989762,102.1,-1.5969749866809193,102.1,-1.7875473567602322,102.1,-1.5219621504434784,102.1,-1.6772654783382894
102.2,-1.414391896,102.2,-1.4419597590554036,102.2,-1.431096380210644,102.2,-1.5090769480110335,102.2,-1.5994639617652622,102.2,-1.7892170442126456,102.2,-1.5208779702550417,102.2,-1.6775365233853987
102.2,-1.481730579,102.2,-1.4419597590554036,102.2,-1.431096380210644,102.2,-1.5090769480110335,102.2,-1.5994639617652622,102.2,-1.7892170442126456,102.2,-1.5208779702550417,102.2,-1.6775365233853987
102.3,-1.414391896,102.3,-1.4482780194048364,102.3,-1.43508911107511,102.3,-1.5131215325230902,102.3,-1.6019529368496048,102.3,-1.7908867316650587,102.3,-1.519793790066605,102.3,-1.677807568432508
102.3,-1.481730579,102.3,-1.4482780194048364,102.3,-1.43508911107511,102.3,-1.5131215325230902,102.3,-1.6019529368496048,102.3,-1.7908867316650587,102.3,-1.519793790066605,102.3,-1.677807568432508
102.4,-1.416463856,102.4,-1.4527764404221917,102.4,-1.4390818419395768,102.4,-1.5171661170351476,102.4,-1.6044419119339477,102.4,-1.7925564191174723,102.4,-1.5187096098781683,102.4,-1.678078613479617
102.4,-1.493126357,102.4,-1.4527764404221917,102.4,-1.4390818419395768,102.4,-1.5171661170351476,102.4,-1.6044419119339477,102.4,-1.7925564191174723,102.4,-1.5187096098781683,102.4,-1.678078613479617
102.5,-1.416463856,102.5,-1.4566910513847018,102.5,-1.443074572804043,102.5,-1.5212107015472043,102.5,-1.6069308870182903,102.5,-1.7942261065698855,102.5,-1.5188905834043855,102.5,-1.6783496585267264
102.5,-1.493126357,102.5,-1.4566910513847018,102.5,-1.443074572804043,102.5,-1.5212107015472043,102.5,-1.6069308870182903,102.5,-1.7942261065698855,102.5,-1.5188905834043855,102.5,-1.6783496585267264
102.6,-1.416463856,102.6,-1.460064867147718,102.6,-1.4470673036685093,102.6,-1.5252552860592612,102.6,-1.6094198621026328,102.6,-1.7958957940222986,102.6,-1.519974763592822,102.6,-1.6786207035738354
102.6,-1.493126357,102.6,-1.460064867147718,102.6,-1.4470673036685093,102.6,-1.5252552860592612,102.6,-1.6094198621026328,102.6,-1.7958957940222986,102.6,-1.519974763592822,102.6,-1.6786207035738354
102.7,-1.43925541,102.7,-1.4634386829107346,102.7,-1.451060034532976,102.7,-1.5292998705713183,102.7,-1.6119088371869756,102.7,-1.797565481474712,102.7,-1.521058943781259,102.7,-1.6788917486209447
102.8,-1.43925541,102.8,-1.466812498673751,102.8,-1.4550476224802933,102.8,-1.5333444550833752,102.8,-1.6143581383390273,102.8,-1.799235168927125,102.8,-1.5221431239696954,102.8,-1.6791627936680538
102.9,-1.485874498,102.9,-1.4701863144367677,102.9,-1.4588588655781936,102.9,-1.5373890395954324,102.9,-1.6154470649384274,102.9,-1.8009048563795385,102.9,-1.5237093140910252,102.9,-1.679433838715163
103.0,-1.485874498,103.0,-1.473560130199784,103.0,-1.4626701086760934,103.0,-1.5414336241074893,103.0,-1.6165866277462557,103.0,-1.8025745438319516,103.0,-1.525660838430211,103.0,-1.6797048837622723
103.1,-1.485874498,103.1,-1.4769339459628004,103.1,-1.466481351773993,103.1,-1.545478208619546,103.1,-1.6198534075444553,103.1,-1.8042442312843647,103.1,-1.5276123627693972,103.1,-1.6799759288093814
103.2,-1.498306255,103.2,-1.4803077617258171,103.2,-1.474491261069804,103.2,-1.5495227931316033,103.2,-1.6230212938149804,103.2,-1.805913918736778,103.2,-1.5295638871085835,103.2,-1.6802469738564907
103.3,-1.498306255,103.3,-1.4828344957891941,103.3,-1.469046628072804,103.3,-1.55356737764366,103.3,-1.6208434406161805,103.3,-1.8075836061891912,103.3,-1.5315154114477696,103.3,-1.6805180189035998
103.4,-1.498306255,103.4,-1.4850837062978717,103.4,-1.4636019950758032,103.4,-1.5575932476381351,103.4,-1.6186655874173803,103.4,-1.8092532936416046,103.4,-1.533466935786956,103.4,-1.680789063950709
103.5,-1.505558114,103.5,-1.5129478096977846,103.5,-1.4581573620788042,103.5,-1.5602066714766947,103.5,-1.6164877342185806,103.5,-1.8109229810940177,103.5,-1.535418460126142,103.5,-1.681060108997818
103.6,-1.505558114,103.6,-1.517165079401555,103.6,-1.4440226582327729,103.6,-1.5628200953152545,103.6,-1.6143098810197807,103.6,-1.8125926685464309,103.6,-1.537369984465328,103.6,-1.6813311540449274
103.7,-1.505558114,103.7,-1.521382349105326,103.7,-1.4440226582327729,103.7,-1.5654335191538147,103.7,-1.6121320278209808,103.7,-1.8142623559988442,103.7,-1.5393215088045142,103.7,-1.6816021990920367
103.8,-1.506594093,103.8,-1.5255996188090961,103.8,-1.4440305595065168,103.8,-1.5680469429923745,103.8,-1.6099541746221808,103.8,-1.8159320434512574,103.8,-1.5412730331437003,103.8,-1.6818732441391457
103.9,-1.506594093,103.9,-1.5298168885128671,103.9,-1.446752876005017,103.9,-1.5706603668309345,103.9,-1.6077763214233807,103.9,-1.8176017309036707,103.9,-1.5432245574828867,103.9,-1.682108333414908
104.0,-1.506594093,104.0,-1.5340341582166375,104.0,-1.4494751925035168,104.0,-1.5732737906694942,104.0,-1.605598468224581,104.0,-1.8192714183560839,104.0,-1.5451760818220728,104.0,-1.682305457085533
104.1,-1.507630073,104.1,-1.5382514279204078,104.1,-1.4521975090020165,104.1,-1.575887214508054,104.1,-1.603420615025781,104.1,-1.820941105808497,104.1,-1.5471276061612587,104.1,-1.6825025807561578
104.2,-1.507630073,104.2,-1.5424686976241786,104.2,-1.4549198255005167,104.2,-1.578500638346614,104.2,-1.6012427618269809,104.2,-1.8226107932609104,104.2,-1.549079130500445,104.2,-1.6826997044267826
104.3,-1.507630073,104.3,-1.546685967327949,104.3,-1.4576421419990164,104.3,-1.5811140621851738,104.3,-1.5990649086281812,104.3,-1.8242804807133235,104.3,-1.551030654839631,104.3,-1.6828968280974075
104.4,-1.509702032,104.4,-1.55090323703172,104.4,-1.4603644584975166,104.4,-1.5837274860237338,104.4,-1.596887055429381,104.4,-1.825950168165737,104.4,-1.5529821791788174,104.4,-1.6830939517680323
104.5,-1.509702032,104.5,-1.5551205067354903,104.5,-1.4630867749960164,104.5,-1.58806166012287,104.5,-1.593992222955341,104.5,-1.8276198556181502,104.5,-1.5549337035180035,104.5,-1.6832910754386572
104.6,-1.509702032,104.6,-1.5593377764392606,104.6,-1.465809091494516,104.6,-1.5924173665204695,104.6,-1.5910884186902745,104.6,-1.8292895430705634,104.6,-1.5568852278571894,104.6,-1.683488199109282
104.7,-1.516953891,104.7,-1.5635550461430314,104.7,-1.4734331579450646,104.7,-1.5924933548613442,104.7,-1.5881846144252079,104.7,-1.8309592305229767,104.7,-1.5588367521963757,104.7,-1.683685322779907
104.8,-1.516953891,104.8,-1.5677723158468018,104.8,-1.476699937743264,104.8,-1.5924933548613442,104.8,-1.5852808101601414,104.8,-1.8326289179753898,104.8,-1.5607882765355618,104.8,-1.6838824464505318
104.9,-1.516953891,104.9,-1.5719895855505728,104.9,-1.4789569397924367,104.9,-1.5925479672278189,104.9,-1.5823770058950748,104.9,-1.8347953208150376,104.9,-1.5637346193368824,104.9,-1.6840795701211566
105.0,-1.524205749,105.0,-1.57544599760963,105.0,-1.4789569397924367,105.0,-1.5903701140290192,105.0,-1.5794732016300084,105.0,-1.8369731740138373,105.0,-1.5680713400906288,105.0,-1.6842766937917815
105.1,-1.524205749,105.1,-1.5769454712820816,105.1,-1.4745901545974789,105.1,-1.5881922608302195,105.1,-1.5772752978428242,105.1,-1.8391510272126372,105.1,-1.562508735815912,105.1,-1.6844738174624063
105.2,-1.524205749,105.2,-1.5784449449545335,105.2,-1.4745901545974789,105.2,-1.5860144076314193,105.2,-1.5750974446440242,105.2,-1.8413288804114374,105.2,-1.5639543094004944,105.2,-1.6846709411330312
105.3,-1.532493587,105.3,-1.579944418626985,105.3,-1.4766967772337667,105.3,-1.5830465709440116,105.3,-1.5718662801270804,105.3,-1.832468976733701,105.3,-1.5653998829850768,105.3,-1.684868064803656
105.4,-1.532493587,105.4,-1.581443892299437,105.4,-1.4788746304325668,105.4,-1.5800520227956614,105.4,-1.5685995003288802,105.4,-1.8277502948029676,105.4,-1.5668454565696592,105.4,-1.6850651884742809
105.5,-1.532493587,105.5,-1.5829433659718886,105.5,-1.4810524836313665,105.5,-1.5770574746473116,105.5,-1.5653327205306806,105.5,-1.8230316128722348,105.5,-1.5682910301542414,105.5,-1.6852623121449057
105.6,-1.539745445,105.6,-1.5832474930917446,105.6,-1.4832303368301665,105.6,-1.5740629264989618,105.6,-1.5620659407324808,105.6,-1.818312930941502,105.6,-1.5697366037388238,105.6,-1.6854594358155306
105.7,-1.539745445,105.7,-1.5821228878374056,105.7,-1.4833237249873947,105.7,-1.5710683783506116,105.7,-1.5598413934550666,105.7,-1.8135942490107686,105.7,-1.573011796852388,105.7,-1.6856565594861557
105.8,-1.539745445,105.8,-1.5809982825830668,105.8,-1.4833237249873947,105.8,-1.5680738302022619,105.8,-1.5576635402562669,105.8,-1.8088755670800358,105.8,-1.5795168779830082,105.8,-1.6858536831567805
105.9,-1.546997303,105.9,-1.5798736773287279,105.9,-1.4864338043537149,105.9,-1.5650792820539117,105.9,-1.555485687057467,105.9,-1.8013923701570178,105.9,-1.586021959113629,105.9,-1.6860508068274054
106.0,-1.546997303,106.0,-1.578749072074389,106.0,-1.4897005841519149,106.0,-1.562084733905562,106.0,-1.5533078338586672,106.0,-1.7937698839612186,106.0,-1.5925270402442493,106.0,-1.6862479304980302
106.1,-1.546997303,106.1,-1.5776244668200503,106.1,-1.4899949879304555,106.1,-1.5608947047732107,106.1,-1.5511299806598675,106.1,-1.7861473977654194,106.1,-1.5985608701385439,106.1,-1.686445054168655
106.2,-1.550105242,106.2,-1.5764998615657115,106.2,-1.4878171347316553,106.2,-1.5598057781738108,106.2,-1.5489521274610674,106.2,-1.7785249115696193,106.2,-1.5971152965539614,106.2,-1.68664217783928
106.3,-1.550105242,106.3,-1.5753752563113725,106.3,-1.4815368242338622,106.3,-1.558716851574411,106.3,-1.5467742742622679,106.3,-1.7709024253738201,106.3,-1.5956697229693793,106.3,-1.6868393015099048
106.4,-1.550105242,106.4,-1.5742506510570338,106.4,-1.4750032646374625,106.4,-1.5576279249750111,106.4,-1.5445964210634677,106.4,-1.7632799391780198,106.4,-1.5942241493847968,106.4,-1.6870364251805297
106.5,-1.545961323,106.5,-1.573126045802695,106.5,-1.4745901545974789,106.5,-1.5602792731045318,106.5,-1.5444587177168065,106.5,-1.749984107370512,106.5,-1.5927785758002146,106.5,-1.6872335488511545
106.6,-1.545961323,106.6,-1.5720014405483562,106.6,-1.4745901545974789,106.6,-1.5631830773695985,106.6,-1.5444587177168065,106.6,-1.7456284009729122,106.6,-1.5913330022156322,106.6,-1.6874306725217794
106.7,-1.545961323,106.7,-1.5708768352940172,106.7,-1.4745901545974789,106.7,-1.5660868816346654,106.7,-1.5444587177168065,106.7,-1.743301765630093,106.7,-1.5898874286310498,106.7,-1.6876277961924042
106.8,-1.542853384,106.8,-1.5684760362890753,106.8,-1.4745901545974789,106.8,-1.5689906858997318,106.8,-1.5444587177168065,106.8,-1.7411239124312934,106.8,-1.5884418550464676,106.8,-1.687824919863029
106.9,-1.542853384,106.9,-1.5684760362890753,106.9,-1.478121641047968,106.9,-1.5718944901647987,106.9,-1.5371665703679065,106.9,-1.7377716627637254,106.9,-1.5869962814618852,106.9,-1.688022043533654
107.0,-1.542853384,107.0,-1.5639296029934155,107.0,-1.4819328841458677,107.0,-1.574798294429865,107.0,-1.5387221797956205,107.0,-1.7366827361643256,107.0,-1.585550707877303,107.0,-1.6882191672042788
107.1,-1.543889364,107.1,-1.561198418804307,107.1,-1.4857441272437673,107.1,-1.5770331275415765,107.1,-1.5402777892233348,107.1,-1.73760072302499,107.1,-1.5841051342927206,107.1,-1.6884162908749036
107.2,-1.543889364,107.2,-1.5584672346151982,107.2,-1.4895553703416675,107.2,-1.5792109807403767,107.2,-1.541833398651049,107.2,-1.73868964962439,107.2,-1.5826595607081382,107.2,-1.6886134145455285
107.3,-1.543889364,107.3,-1.5557360504260898,107.3,-1.4933666134395671,107.3,-1.581222514383951,107.3,-1.5433890080787633,107.3,-1.7397785762237898,107.3,-1.5812366374204556,107.3,-1.6888105382161533
107.4,-1.548033283,107.4,-1.553004866236981,107.4,-1.4971778565374674,107.4,-1.5832188798161841,107.4,-1.5449446175064776,107.4,-1.74086750282319,107.4,-1.5798814121849094,107.4,-1.6890076618867782
107.5,-1.548033283,107.5,-1.5502736820478726,107.5,-1.5009890996353672,107.5,-1.5852152452484174,107.5,-1.5465002269341916,107.5,-1.7419564294225898,107.5,-1.5785261869493636,107.5,-1.689204785557403
107.6,-1.548033283,107.6,-1.5475424978587642,107.6,-1.5048003427332668,107.6,-1.5872116106806504,107.6,-1.548055836361906,107.6,-1.7430453560219896,107.6,-1.5771709617138179,107.6,-1.689401909228028
107.7,-1.556321121,107.7,-1.5448113136696555,107.7,-1.5071313280301744,107.7,-1.5892079761128837,107.7,-1.5496114457896202,107.7,-1.7324114508619597,107.7,-1.5758157364782717,107.7,-1.6895990328986528
107.8,-1.556321121,107.8,-1.542080129480547,107.8,-1.509309181228974,107.8,-1.591204341545117,107.8,-1.5511670552173344,107.8,-1.7229740870004941,107.8,-1.574460511242726,107.8,-1.6897961565692776
107.9,-1.556321121,107.9,-1.5393489452914382,107.9,-1.511487034427774,107.9,-1.5932007069773502,107.9,-1.5527226646450487,107.9,-1.7135367231390273,107.9,-1.57310528600718,107.9,-1.6899932802399027
108.0,-1.565644938,108.0,-1.5366177611023297,108.0,-1.5136648876265735,108.0,-1.5951970724095834,108.0,-1.5542782740727628,108.0,-1.7040993592775615,108.0,-1.571750060771634,108.0,-1.6901904039105276
108.1,-1.565644938,108.1,-1.5338865769132213,108.1,-1.5177942602986465,108.1,-1.5971934378418164,108.1,-1.555833883500477,108.1,-1.694661995416096,108.1,-1.5710442919417777,108.1,-1.6903875275811524
108.2,-1.565644938,108.2,-1.5311553927241126,108.2,-1.5221499666962468,108.2,-1.59918980327405,108.2,-1.5573894929281913,108.2,-1.6852246315546289,108.2,-1.5730155286480267,108.2,-1.6905846512517773
108.3,-1.573932776,108.3,-1.5160746139495795,108.3,-1.5289320176128893,108.3,-1.601186168706283,108.3,-1.5589451023559056,108.3,-1.603654857118603,108.3,-1.574986765354275,108.3,-1.6907741135278656
108.4,-1.573932776,108.4,-1.5160746139495795,108.4,-1.5311098708116893,108.4,-1.6031825341385162,108.4,-1.5605007117836198,108.4,-1.5916766645252023,108.4,-1.576958002060524,108.4,-1.690928996411928
108.5,-1.580148655,108.5,-1.530608452545283,108.5,-1.53280538354085,108.5,-1.6043749987880176,108.5,-1.5620563212113339,108.5,-1.588769690292572,108.5,-1.5789292387667724,108.5,-1.6910838792959904
108.6,-1.580148655,108.6,-1.5283592420366054,108.6,-1.5344387734399498,108.6,-1.6054639253874174,108.6,-1.5636119306390481,108.6,-1.5894956413588386,108.6,-1.580900475473021,108.6,-1.6912387621800529
108.7,-1.580148655,108.7,-1.5252284861188812,108.7,-1.53607216333905,108.7,-1.6046345689056187,108.7,-1.5651675400667624,108.7,-1.5902215924251053,108.7,-1.5828717121792697,108.7,-1.6913936450641152
108.8,-1.586364533,108.8,-1.5207300651015263,108.8,-1.5377055532381498,108.8,-1.6035456423062189,108.8,-1.5667231494944767,108.8,-1.5909475434913718,108.8,-1.5848429488855182,108.8,-1.6915485279481777
108.9,-1.586364533,108.9,-1.516961147527093,108.9,-1.5242819216238477,108.9,-1.6005495114229784,108.9,-1.568278758922191,108.9,-1.5916734945576385,108.9,-1.586814185591767,108.9,-1.69170341083224
